condition,macro_f1_mean,head_seed_std
matched,0.499908922109851,0.0008890718492042384
shuffle,0.49071736246922004,0.0011964954863968463
training_mean_audio,0.49364657912616305,0.0008185915169787436
same_speaker,0.49584605699235634,0.002367070259778049
training_mean_gate,0.4866728263200353,0.004528987976097208
gate_zero,0.48963232789556926,0.0
